Jahr;OPS_Code;Beschreibung;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
2021;OPS-5-402;    Regionale Lymphadenektomie als selbstst. Eingriff;1;16;10;18;22;19;46;69;96;104;130;126;229;399;413;481;490;385;310;70;10;1;3445;1;12;11;10;11;35;74;89;171;253;378;483;675;822;912;846;783;709;627;219;48;7;7176;2;28;21;28;33;54;120;158;267;357;508;609;904;1221;1325;1327;1273;1094;937;289;58;8;10621
2021;OPS-5-403;    Radikale zervikale Lymphadenektomie;2;12;15;24;26;29;90;147;187;248;358;506;1099;1699;1977;1807;1458;1026;965;411;75;11;12172;1;17;13;26;30;38;184;239;333;303;347;397;621;718;922;932;742;595;616;265;71;9;7419;3;29;28;50;56;67;274;386;520;551;705;903;1720;2417;2899;2739;2200;1621;1581;676;146;20;19591
2021;OPS-5-404;    Radikale Lymphadenektomie als selbstst. Eingriff;-;2;1;1;2;6;43;66;87;64;70;88;163;230;336;382;381;266;198;51;8;-;2445;1;3;-;2;3;-;12;16;62;125;187;248;503;493;550;493;442;352;289;79;14;2;3876;1;5;1;3;5;6;55;82;149;189;257;336;666;723;886;875;823;618;487;130;22;2;6321
2021;OPS-5-405;    Operationen am Ductus thoracicus;2;1;-;-;1;1;5;-;6;4;8;3;18;38;33;33;26;20;10;3;1;-;213;1;7;-;-;1;-;2;3;-;5;2;5;7;11;21;15;16;8;9;1;-;-;114;3;8;-;-;2;1;7;3;6;9;10;8;25;49;54;48;42;28;19;4;1;-;327
2021;OPS-5-406;    Regionale Lymphadenektomie im Rahmen einer and. OP;4;11;6;9;8;9;24;54;62;116;173;284;573;955;1192;1344;1408;1214;1106;384;75;8;9019;3;19;2;6;12;8;43;92;274;440;734;921;1563;1804;1980;2102;2126;1966;2069;806;174;26;17170;7;30;8;15;20;17;67;146;336;556;907;1205;2136;2759;3172;3446;3534;3180;3175;1190;249;34;26189
2021;OPS-5-407;    Radikale Lymphadenektomie im Rahmen einer and. OP;-;2;1;-;3;2;19;39;38;53;80;134;365;660;815;1003;1021;833;667;217;32;4;5988;-;3;3;-;1;3;14;44;134;246;362;493;786;1045;1143;1081;1105;1071;993;336;65;10;8938;-;5;4;-;4;5;33;83;172;299;442;627;1151;1705;1958;2084;2126;1904;1660;553;97;14;14926
2021;OPS-5-408;    Andere Operationen am Lymphgefäßsystem;-;10;2;3;-;1;4;4;9;18;19;42;105;209;369;439;433;299;140;38;3;-;2147;5;1;-;4;3;1;11;10;35;46;61;54;106;88;93;115;102;83;91;40;13;3;965;5;11;2;7;3;2;15;14;44;64;80;96;211;297;462;554;535;382;231;78;16;3;3112
2021;OPS-5-410;    Entn.v.Stammz.a.Knochenm./Blut z.Transpl./Transf.;12;74;59;52;63;27;80;63;102;128;137;175;332;519;556;514;264;72;28;1;-;-;3258;4;54;52;40;34;22;52;48;60;65;73;153;195;316;384;393;196;42;26;2;-;-;2211;16;128;111;92;97;49;132;111;162;193;210;328;527;835;940;907;460;114;54;3;-;-;5469
2021;OPS-5-411;    Transplant.v.hämatopoet.Stammzell. a.d.Knochenmark;27;79;58;59;39;19;7;9;1;5;2;6;11;12;16;11;7;1;-;-;-;-;369;14;55;51;48;23;5;10;4;10;9;4;7;13;10;13;7;4;2;-;-;-;-;289;41;134;109;107;62;24;17;13;11;14;6;13;24;22;29;18;11;3;-;-;-;-;658
2021;OPS-5-412;    Inzision der Milz;-;-;-;1;-;-;-;3;1;1;-;1;-;1;2;1;1;1;-;-;-;-;13;-;-;-;1;2;-;1;1;3;-;1;2;1;2;1;1;1;-;-;-;-;-;17;-;-;-;2;2;-;1;4;4;1;1;3;1;3;3;2;2;1;-;-;-;-;30
2021;OPS-5-413;    Splenektomie;2;10;12;35;50;31;83;65;80;71;127;144;269;419;497;465;488;397;310;96;25;-;3676;1;10;19;19;26;18;46;56;49;65;93;129;230;360;409;416;447;460;367;123;30;6;3379;3;20;31;54;76;49;129;121;129;136;220;273;499;779;906;881;935;857;677;219;55;6;7055
2021;OPS-5-418;    Andere Operationen am Knochenmark;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;3
2021;OPS-5-419;    Andere Operationen an der Milz;3;4;13;23;16;22;42;30;27;26;38;42;35;94;95;110;92;91;97;35;12;-;947;1;1;2;7;9;6;10;11;18;17;26;31;52;64;102;123;107;113;157;59;16;1;933;4;5;15;30;25;28;52;41;45;43;64;73;87;158;197;233;199;204;254;94;28;1;1880
2021;OPS-5-42--5-54;  Operationen am Verdauungstrakt;12883;5339;5010;6773;5415;5215;17691;23954;33646;39958;47419;58367;98879;136338;151499;155966;154742;138153;141471;61200;15888;2105;1317911;5332;2691;3236;5143;6083;6020;21673;30728;44603;47216;49807;55003;79109;98696;104632;111187;114997;115486;139871;75326;26728;5287;1148854;18215;8030;8246;11916;11498;11235;39364;54682;78249;87174;97226;113370;177988;235034;256131;267153;269739;253639;281342;136526;42616;7392;2466765
2021;OPS-5-420;    Inzision des Ösophagus;4;3;-;6;4;7;17;30;46;25;44;30;65;76;65;58;61;53;40;15;4;-;653;2;2;-;1;2;1;36;17;19;34;26;33;43;47;38;51;56;45;43;11;1;1;509;6;5;-;7;6;8;53;47;65;59;70;63;108;123;103;109;117;98;83;26;5;1;1162
2021;OPS-5-421;    Ösophagostomie als selbständiger Eingriff;4;1;-;-;-;-;-;-;-;-;4;2;3;9;11;14;18;8;6;1;-;-;81;2;4;-;-;-;-;1;-;-;-;-;-;1;2;4;3;4;4;2;-;-;-;27;6;5;-;-;-;-;1;-;-;-;4;2;4;11;15;17;22;12;8;1;-;-;108
2021;OPS-5-422;    Lokale Exzision/Destruktion v.erkr.Gew.d.Ösophagus;7;3;2;3;4;10;23;30;67;85;141;184;487;651;863;954;887;745;604;196;51;2;5999;2;4;-;1;3;4;18;40;43;52;71;105;174;264;313;288;290;302;325;148;36;3;2486;9;7;2;4;7;14;41;70;110;137;212;289;661;915;1176;1242;1177;1047;929;344;87;5;8485
2021;OPS-5-423;    Part. Ösophagusresektion oh.Wiederherst. d.Kontin.;-;1;-;-;-;-;-;-;-;-;3;3;4;13;23;10;8;12;4;3;1;-;85;1;1;-;-;-;-;-;1;1;-;1;1;3;3;6;6;10;7;7;2;-;1;51;1;2;-;-;-;-;-;1;1;-;4;4;7;16;29;16;18;19;11;5;1;1;136
2021;OPS-5-424;    Part. Ösophagusresektion m. Wiederherst. d.Kontin.;-;3;-;-;-;1;3;2;3;7;15;24;62;114;138;138;122;97;59;16;1;1;806;1;3;1;-;-;-;1;2;-;7;4;5;16;22;46;41;42;28;33;15;-;-;267;1;6;1;-;-;1;4;4;3;14;19;29;78;136;184;179;164;125;92;31;1;1;1073
2021;OPS-5-425;    (Tot.) Ösophagusresektion oh.Wiederherst.d.Kontin.;-;-;-;-;-;-;-;-;1;-;5;1;7;10;9;13;6;8;5;-;-;-;65;-;-;-;-;-;-;1;-;-;-;-;1;2;1;2;5;3;6;4;2;-;-;27;-;-;-;-;-;-;1;-;1;-;5;2;9;11;11;18;9;14;9;2;-;-;92
2021;OPS-5-426;    (Tot.) Ösophagusresektion m.Wiederherst. d.Kontin.;1;1;-;-;-;1;-;6;8;14;28;56;191;338;396;379;271;178;104;12;-;-;1984;-;1;1;-;-;-;1;-;1;3;5;14;39;61;76;95;89;62;28;10;1;-;487;1;2;1;-;-;1;1;6;9;17;33;70;230;399;472;474;360;240;132;22;1;-;2471
2021;OPS-5-427;    Rekonstr. d. Ösophaguspassage (selbstst. Eingriff);2;-;-;1;1;-;1;-;1;-;4;4;3;9;17;5;13;10;5;1;-;-;77;1;3;-;-;1;-;2;-;1;-;1;2;3;8;9;11;6;10;2;2;1;-;63;3;3;-;1;2;-;3;-;2;-;5;6;6;17;26;16;19;20;7;3;1;-;140
2021;OPS-5-428;    Rekonstruktion d.Ösophaguspassage bei Atresie u.A.;117;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;2;-;-;-;-;123;87;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;92;204;6;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;2;-;-;-;-;215
2021;OPS-5-429;    Andere Operationen am Ösophagus;222;321;126;95;50;64;228;296;558;717;1111;1588;3064;4467;5650;5669;5114;4017;3946;1764;541;64;39672;143;257;146;55;48;27;175;224;318;394;577;713;1352;1961;2442;2626;2828;2682;3136;1758;709;132;22703;365;578;272;150;98;91;403;520;876;1111;1688;2301;4416;6428;8092;8295;7942;6699;7082;3522;1250;196;62375
2021;OPS-5-42A;    Weitere Operationen am Ösophagus;-;-;-;-;-;1;-;-;1;4;3;7;14;19;24;34;18;12;27;4;5;-;173;1;-;-;-;-;-;-;-;-;1;3;1;3;7;16;9;16;3;9;5;1;1;76;1;-;-;-;-;1;-;-;1;5;6;8;17;26;40;43;34;15;36;9;6;1;249
2021;OPS-5-430;    Gastrotomie;2;-;3;2;1;-;3;3;7;4;10;12;19;34;26;26;35;29;22;13;-;-;251;3;2;4;8;-;3;15;9;12;7;8;6;13;16;17;15;19;21;16;17;4;1;216;5;2;7;10;1;3;18;12;19;11;18;18;32;50;43;41;54;50;38;30;4;1;467
2021;OPS-5-431;    Gastrostomie;220;288;151;98;76;59;128;135;211;260;445;724;1642;2920;3818;4252;4340;4066;3862;1542;327;62;29626;184;230;101;85;47;32;88;109;150;182;248;372;810;1318;1786;2135;2293;2489;2786;1474;499;76;17494;404;518;252;183;123;91;216;244;361;442;693;1096;2452;4238;5604;6387;6633;6555;6648;3016;826;138;47120
2021;OPS-5-432;    Operationen am Pylorus;603;3;-;2;2;3;10;15;23;24;21;37;56;69;97;76;79;61;61;17;4;1;1264;121;-;2;-;1;-;6;2;9;8;9;15;19;41;63;59;47;56;84;46;20;4;612;724;3;2;2;3;3;16;17;32;32;30;52;75;110;160;135;126;117;145;63;24;5;1876
2021;OPS-5-433;    Lokale Exzision/Destruktion v.erkr.Gewebe d.Magens;8;4;6;8;12;8;34;82;138;165;248;355;553;934;1319;1714;1914;1867;2357;1171;309;42;13248;3;5;4;9;19;11;59;99;166;247;283;358;536;758;1030;1394;1647;1828;2433;1275;401;74;12639;11;9;10;17;31;19;93;181;304;412;531;713;1089;1692;2349;3108;3561;3695;4790;2446;710;116;25887
2021;OPS-5-434;    Atypische partielle Magenresektion;4;1;-;3;10;30;184;301;425;535;565;555;598;611;437;285;213;168;142;56;12;4;5139;2;-;1;3;8;78;454;938;1334;1348;1318;1141;1245;949;584;343;247;153;175;69;21;3;10414;6;1;1;6;18;108;638;1239;1759;1883;1883;1696;1843;1560;1021;628;460;321;317;125;33;7;15553
2021;OPS-5-435;    Partielle Magenresektion (2/3-Resektion);-;1;1;-;-;2;3;6;8;14;20;37;63;104;136;125;116;117;136;60;14;1;964;-;-;-;-;-;-;2;4;11;9;11;26;39;81;99;105;110;120;141;84;29;4;875;-;1;1;-;-;2;5;10;19;23;31;63;102;185;235;230;226;237;277;144;43;5;1839
2021;OPS-5-436;    Subtotale Magenresektion (4/5-Resektion);-;-;1;-;-;-;2;-;2;4;14;18;48;68;102;80;113;137;144;73;2;-;808;-;-;-;-;1;-;-;3;5;10;26;23;38;57;53;94;83;89;148;58;10;-;698;-;-;1;-;1;-;2;3;7;14;40;41;86;125;155;174;196;226;292;131;12;-;1506
2021;OPS-5-437;    (Totale) Gastrektomie;-;-;-;-;1;2;2;2;8;18;33;67;135;190;271;275;285;270;243;54;4;1;1861;-;-;-;-;-;-;3;3;18;23;48;31;81;114;120;168;180;153;151;39;4;-;1136;-;-;-;-;1;2;5;5;26;41;81;98;216;304;391;443;465;423;394;93;8;1;2997
2021;OPS-5-438;    (Totale) Gastrektomie m.subtot. Ösophagusresektion;-;-;-;-;-;-;1;1;3;3;6;14;23;45;58;67;53;45;48;5;1;-;373;-;-;-;-;-;-;-;2;1;3;2;2;6;16;10;22;28;27;34;8;2;-;163;-;-;-;-;-;-;1;3;4;6;8;16;29;61;68;89;81;72;82;13;3;-;536
2021;OPS-5-439;    Andere Inzision, Exzision und Resektion am Magen;-;1;1;-;-;-;1;1;5;5;5;15;26;35;25;23;27;21;19;6;1;-;217;-;-;1;-;-;-;2;6;9;16;8;14;27;19;29;29;30;24;28;12;4;1;259;-;1;2;-;-;-;3;7;14;21;13;29;53;54;54;52;57;45;47;18;5;1;476
2021;OPS-5-440;    Erw.subtot.Magenresektion oh.syst.Lymphadenektomie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-5-441;    Erw.subtot.Magenresektion m.syst.Lymphadenektomie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-5-442;    Erweiterte Gastrektomie ohne syst.Lymphadenektomie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-5-443;    Erweiterte Gastrektomie mit syst.Lymphadenektomie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-5-444;    Vagotomie;-;1;-;1;-;-;-;-;1;-;-;3;1;1;-;2;1;-;1;1;-;-;13;-;-;-;1;1;-;1;-;-;-;-;2;2;1;1;3;-;3;-;2;2;-;19;-;1;-;2;1;-;1;-;1;-;-;5;3;2;1;5;1;3;1;3;2;-;32
2021;OPS-5-445;    Gastroenterostomie oh.Magenresektion (Bypassverf.);1;-;1;1;5;14;64;171;278;282;342;426;494;447;350;275;221;190;201;95;26;2;3886;3;1;1;3;3;40;291;713;1176;1271;1307;1239;1226;947;573;330;190;210;226;106;27;7;9890;4;1;2;4;8;54;355;884;1454;1553;1649;1665;1720;1394;923;605;411;400;427;201;53;9;13776
2021;OPS-5-447;    Revision nach Magenresektion;-;1;-;-;1;-;5;7;8;16;26;29;43;48;38;41;43;29;25;7;3;2;372;2;1;-;-;-;-;12;38;100;105;114;98;111;113;75;39;28;23;23;8;1;-;891;2;2;-;-;1;-;17;45;108;121;140;127;154;161;113;80;71;52;48;15;4;2;1263
2021;OPS-5-448;    Andere Rekonstruktion am Magen;50;59;48;40;27;17;99;176;311;353;433;505;756;876;834;644;572;426;308;96;21;6;6657;35;38;35;32;26;9;76;107;252;317;392;563;869;1223;1455;1559;1474;1143;917;362;86;13;10983;85;97;83;72;53;26;175;283;563;670;825;1068;1625;2099;2289;2203;2046;1569;1225;458;107;19;17640
2021;OPS-5-449;    Andere Operationen am Magen;9;19;24;28;35;50;183;257;442;577;769;1007;1819;2859;3458;3957;4176;4199;5155;2782;897;112;32814;7;17;16;29;34;20;147;172;300;402;500;650;1169;1641;2014;2463;2917;3385;4867;3164;1382;290;25586;16;36;40;57;69;70;330;429;742;979;1269;1657;2988;4500;5472;6420;7093;7584;10022;5946;2279;402;58400
2021;OPS-5-44A;    Weitere Operationen am Magen;-;-;-;-;-;-;2;2;1;2;-;2;6;3;5;6;5;4;1;1;-;-;40;-;-;-;-;-;-;-;-;2;2;-;1;2;5;3;1;3;2;3;-;-;-;24;-;-;-;-;-;-;2;2;3;4;-;3;8;8;8;7;8;6;4;1;-;-;64
2021;OPS-5-450;    Inzision des Darmes;42;40;18;6;10;2;27;26;37;46;45;77;179;223;295;281;313;328;271;115;19;2;2402;23;31;16;7;8;10;23;19;26;30;33;40;90;129;140;181;231;230;241;158;75;8;1749;65;71;34;13;18;12;50;45;63;76;78;117;269;352;435;462;544;558;512;273;94;10;4151
2021;OPS-5-451;    Lok.Exzision/Destruktion v.erkr.Gewebe d.Dünndarms;69;46;49;55;52;39;107;114;146;201;172;264;446;747;1099;1294;1398;1302;1475;640;154;13;9882;40;15;14;28;33;25;85;95;108;137;162;215;387;546;706;972;1082;1186;1352;653;191;46;8078;109;61;63;83;85;64;192;209;254;338;334;479;833;1293;1805;2266;2480;2488;2827;1293;345;59;17960
2021;OPS-5-452;    Lok.Exzision/Destruktion v.erkr.Gewebe d.Dickdarms;5;39;45;49;31;44;188;340;569;942;1448;2347;6524;11128;14003;16353;17265;16881;17974;7239;1324;112;114850;9;42;41;29;56;56;298;441;661;864;1131;1957;4557;7482;8836;10455;12206;13606;16493;7684;1657;154;88715;14;81;86;78;87;100;486;781;1230;1806;2579;4304;11081;18610;22839;26808;29471;30487;34467;14923;2981;266;203565
2021;OPS-5-453;    Ausschaltung e. Darmsegmentes a. selbstst.Eingriff;-;-;2;-;-;-;-;-;1;-;-;-;2;5;6;6;6;6;4;-;-;-;38;1;-;-;-;-;-;1;-;-;-;1;2;3;-;1;2;3;3;8;1;-;-;26;1;-;2;-;-;-;1;-;1;-;1;2;5;5;7;8;9;9;12;1;-;-;64
2021;OPS-5-454;    Resektion des Dünndarmes;398;68;56;41;48;36;194;206;315;371;421;542;989;1528;1931;2107;2142;1889;1960;903;286;40;16471;265;33;30;21;20;19;98;190;301;338;485;583;1015;1354;1597;1855;1960;2179;2681;1605;648;134;17411;663;101;86;62;68;55;292;396;616;709;906;1125;2004;2882;3528;3962;4102;4068;4641;2508;934;174;33882
2021;OPS-5-455;    Partielle Resektion des Dickdarmes;151;13;16;60;86;102;403;469;754;1028;1345;1719;3098;4258;4834;5107;5048;4692;4825;2121;593;60;40782;124;11;8;32;76;66;295;394;626;763;1007;1454;2783;4071;4551;4959;5400;5292;6454;3267;1130;186;42949;275;24;24;92;162;168;698;863;1380;1791;2352;3173;5881;8329;9385;10066;10448;9984;11279;5388;1723;246;83731
2021;OPS-5-456;    (Totale) Kolektomie und Proktokolektomie;6;4;2;6;18;13;47;57;73;72;64;69;103;139;164;182;166;139;136;54;10;-;1524;6;3;1;6;8;10;54;45;76;69;50;55;107;130;116;137;135;133;155;80;23;7;1406;12;7;3;12;26;23;101;102;149;141;114;124;210;269;280;319;301;272;291;134;33;7;2930
2021;OPS-5-458;    Erweit. Kolonresektion mit Entf. v. Nachbarorganen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-5-459;    Bypass-Anastomose des Darmes;134;17;7;10;5;3;19;19;29;53;42;87;142;231;307;315;332;281;297;125;29;6;2490;114;7;6;6;6;1;6;21;44;57;72;88;141;205;252;264;274;279;301;169;63;15;2391;248;24;13;16;11;4;25;40;73;110;114;175;283;436;559;579;606;560;598;294;92;21;4881
2021;OPS-5-460;    Anl.e.Enterostomas, doppelläufig,selbstst.Eingriff;231;14;7;3;11;16;27;52;49;88;101;181;363;563;691;794;722;568;624;284;88;9;5486;141;10;6;2;7;1;25;52;85;72;115;154;285;382;463;512;591;520;679;403;158;32;4695;372;24;13;5;18;17;52;104;134;160;216;335;648;945;1154;1306;1313;1088;1303;687;246;41;10181
2021;OPS-5-461;    Anl. e.Enterostomas, endständig, selbstst.Eingriff;69;4;9;7;2;4;15;26;24;26;53;71;119;194;277;282;290;229;214;102;29;3;2049;49;6;3;2;2;1;11;17;30;31;48;65;124;148;200;218;204;211;239;146;47;8;1810;118;10;12;9;4;5;26;43;54;57;101;136;243;342;477;500;494;440;453;248;76;11;3859
2021;OPS-5-462;    Anlegen e. Enterostomas i.Rahmen e.and.Eingriffes;187;14;3;18;18;18;48;65;119;144;218;284;656;941;1064;1106;1029;816;665;205;45;5;7668;122;11;-;5;9;8;42;72;121;106;163;220;432;612;686;752;714;688;709;292;94;9;5867;309;25;3;23;27;26;90;137;240;250;381;504;1088;1553;1750;1858;1743;1504;1374;497;139;14;13535
2021;OPS-5-463;    Anlegen anderer Enterostomata;96;13;8;5;4;8;7;7;17;24;32;72;142;260;334;361;326;279;247;91;22;2;2357;55;11;4;4;3;3;8;8;15;8;35;34;71;123;165;175;193;168;199;110;43;11;1446;151;24;12;9;7;11;15;15;32;32;67;106;213;383;499;536;519;447;446;201;65;13;3803
2021;OPS-5-464;    Revision und andere Eingriffe an einem Enterostoma;143;20;18;11;12;11;33;39;67;81;110;152;336;476;609;635;588;516;472;168;61;5;4563;112;20;8;11;3;10;22;31;70;115;106;135;284;360;441;524;509;494;554;262;102;13;4186;255;40;26;22;15;21;55;70;137;196;216;287;620;836;1050;1159;1097;1010;1026;430;163;18;8749
2021;OPS-5-465;    Rückverlagerung eines doppelläufigen Enterostomas;311;50;9;21;17;31;63;80;133;192;263;295;697;962;1169;1075;964;707;520;134;19;3;7715;207;41;6;3;8;7;55;82;158;124;194;220;501;627;649;681;679;618;530;161;38;3;5592;518;91;15;24;25;38;118;162;291;316;457;515;1198;1589;1818;1756;1643;1325;1050;295;57;6;13307
2021;OPS-5-466;    Wiederherst.d.Kontin.d.Darmes b.endständ.Enterost.;89;7;4;3;9;10;31;45;81;88;133;181;330;392;430;404;323;249;187;32;4;-;3032;50;7;1;4;4;5;13;13;50;43;78;88;177;270;326;336;287;263;235;62;9;-;2321;139;14;5;7;13;15;44;58;131;131;211;269;507;662;756;740;610;512;422;94;13;-;5353
2021;OPS-5-467;    Andere Rekonstruktion des Darmes;180;49;54;52;38;53;136;176;241;256;320;411;660;1033;1199;1240;1215;1075;1031;405;128;21;9973;121;43;30;22;31;28;110;162;323;334;403;525;717;954;1162;1165;1212;1113;1307;638;221;45;10666;301;92;84;74;69;81;246;338;564;590;723;936;1377;1987;2361;2405;2427;2188;2338;1043;349;66;20639
2021;OPS-5-468;    Intraabdominale Manipulation am Darm;117;58;29;21;9;7;15;27;29;39;29;48;53;69;81;78;90;79;97;57;18;2;1052;59;36;16;5;5;11;22;23;40;42;44;58;71;72;72;67;63;69;99;68;40;9;991;176;94;45;26;14;18;37;50;69;81;73;106;124;141;153;145;153;148;196;125;58;11;2043
2021;OPS-5-469;    Andere Operationen am Darm;822;333;333;481;351;335;1166;1517;2193;3094;3887;5692;12105;19031;23267;25495;26380;24115;24821;11039;2871;360;189688;543;233;231;381;555;660;3136;5371;8281;9028;9658;10532;14092;16860;18446;20027;20830;21331;25589;13265;4449;888;204386;1365;566;564;862;906;995;4302;6888;10474;12122;13545;16224;26197;35891;41713;45522;47210;45446;50410;24304;7320;1248;394074
2021;OPS-5-46A;    Weitere Operationen am Darm;-;-;-;-;2;-;1;-;5;4;4;3;12;18;16;14;16;21;19;7;-;-;142;-;-;-;-;3;1;-;-;-;-;-;3;1;5;7;9;7;11;9;5;2;1;64;-;-;-;-;5;1;1;-;5;4;4;6;13;23;23;23;23;32;28;12;2;1;206
2021;OPS-5-470;    Appendektomie;27;404;2335;4206;2618;2142;5101;4604;4528;3709;3157;2642;3035;2987;2360;1894;1323;877;807;322;77;8;49163;21;332;1648;3272;3368;2801;5993;4398;3968;3431;2834;2430;3000;3266;2450;1869;1351;886;875;415;117;28;48753;48;736;3983;7478;5986;4943;11094;9002;8496;7140;5991;5072;6035;6253;4810;3763;2674;1763;1682;737;194;36;97916
2021;OPS-5-471;    Simultane Appendektomie;163;34;44;42;34;23;103;114;149;170;236;266;487;650;749;768;740;610;524;198;48;6;6158;94;33;25;62;95;93;273;280;405;372;389;432;646;819;806;756;643;600;599;281;90;15;7808;257;67;69;104;129;116;376;394;554;542;625;698;1133;1469;1555;1524;1383;1210;1123;479;138;21;13966
2021;OPS-5-479;    Andere Operationen an der Appendix;2;7;10;21;11;4;15;12;16;7;11;16;19;19;17;17;13;17;21;2;2;-;259;1;7;11;16;3;4;6;13;8;15;9;4;19;21;16;15;13;19;7;-;1;-;208;3;14;21;37;14;8;21;25;24;22;20;20;38;40;33;32;26;36;28;2;3;-;467
2021;OPS-5-480;    Inzision des Rektums;1;1;1;6;11;2;7;20;24;31;21;27;37;32;39;20;20;14;8;3;-;-;325;-;1;3;2;-;1;4;8;13;6;6;6;5;14;14;13;11;7;9;1;-;-;124;1;2;4;8;11;3;11;28;37;37;27;33;42;46;53;33;31;21;17;4;-;-;449
2021;OPS-5-482;    Peran.lok. Exzision/Destrukt. v.erkr.Gew.d.Rektums;20;41;28;18;23;19;77;125;178;250;333;470;1048;1500;1769;1973;1836;1895;1876;716;128;13;14336;16;26;27;11;6;17;63;89;151;209;297;390;780;1077;1171;1267;1313;1306;1596;825;239;35;10911;36;67;55;29;29;36;140;214;329;459;630;860;1828;2577;2940;3240;3149;3201;3472;1541;367;48;25247
2021;OPS-5-484;    Rektumresektion unter Sphinktererhaltung;78;25;7;5;4;10;32;48;109;169;286;482;976;1384;1569;1671;1676;1273;1162;426;94;5;11491;28;16;1;1;6;11;41;136;282;284;351;483;956;1331;1424;1523;1501;1536;1707;792;292;48;12750;106;41;8;6;10;21;73;184;391;453;637;965;1932;2715;2993;3194;3177;2809;2869;1218;386;53;24241
2021;OPS-5-485;    Rektumresektion ohne Sphinktererhaltung;-;-;-;-;-;1;5;11;13;28;41;65;132;243;290;332;338;284;279;84;12;1;2159;-;-;-;-;-;1;1;11;20;19;32;33;80;116;131;147;181;153;177;89;17;3;1211;-;-;-;-;-;2;6;22;33;47;73;98;212;359;421;479;519;437;456;173;29;4;3370
2021;OPS-5-486;    Rekonstruktion des Rektums;12;7;6;7;3;7;27;40;61;75;92;77;150;151;158;166;152;108;106;40;4;-;1449;6;2;3;4;6;10;51;91;127;139;189;193;275;364;329;323;365;359;410;209;82;8;3545;18;9;9;11;9;17;78;131;188;214;281;270;425;515;487;489;517;467;516;249;86;8;4994
2021;OPS-5-489;    Andere Operation am Rektum;14;15;15;4;11;15;46;91;78;130;150;259;659;1138;1309;1434;1372;1403;1389;595;140;21;10288;9;6;14;-;11;19;30;57;90;99;128;190;433;607;675;813;860;837;1114;567;205;37;6801;23;21;29;4;22;34;76;148;168;229;278;449;1092;1745;1984;2247;2232;2240;2503;1162;345;58;17089
2021;OPS-5-490;    Inzision/Exzision von Gewebe der Perianalregion;443;80;85;164;224;300;1397;2212;2954;2931;2852;2683;3366;3407;2537;1795;1244;762;585;197;54;4;30276;17;34;29;58;101;127;665;991;1440;1469;1479;1483;1636;1493;1080;929;649;537;510;228;88;19;15062;460;114;114;222;325;427;2062;3203;4394;4400;4331;4166;5002;4900;3617;2724;1893;1299;1095;425;142;23;45338
